Time (sec)	T1 (C)	T2 (C)	T3 (C)	T4 (C)	P1 (kPa)	P2 (kPa)	P3 (kPa)	P4 (kPa)	Fuel Flow  (L/hr)	RPM	Thrust (N)
614.768	26.766	114.719	296.580	271.723	0.062	1.088	1.152	0.093	-0.212	9196.549	10.163
614.968	26.806	114.645	295.488	271.077	0.061	1.070	1.119	0.096	-0.212	9198.748	11.029
615.169	26.791	114.358	293.649	270.293	0.060	1.054	1.099	0.087	-0.211	8880.979	10.503
615.369	26.977	114.200	292.502	269.563	0.058	1.023	1.064	0.086	-0.212	8883.752	10.700
615.569	26.984	114.005	290.242	268.855	0.058	1.007	1.051	0.087	-0.212	8782.731	11.177
615.770	26.913	113.801	289.216	269.756	0.057	0.975	1.027	0.083	-0.212	8586.714	10.327
615.970	27.009	113.688	287.443	268.771	0.056	0.963	1.015	0.086	-0.212	8590.442	11.605
616.169	26.983	113.529	285.929	268.524	0.056	0.943	0.991	0.085	-0.212	8317.806	11.106
616.370	27.053	113.329	284.579	267.613	0.055	0.931	0.970	0.080	-0.212	8311.637	11.270
616.569	27.156	113.086	283.020	267.662	0.053	0.902	0.949	0.082	-0.212	8311.046	10.821
616.771	27.177	112.954	281.654	267.504	0.053	0.882	0.936	0.083	-0.211	8050.215	11.018
616.970	27.180	112.812	280.550	266.823	0.051	0.880	0.906	0.078	-0.212	8048.995	11.226
617.171	27.300	112.523	278.986	266.373	0.051	0.846	0.892	0.079	-0.212	7936.444	10.503
617.373	27.215	112.529	277.203	266.220	0.050	0.843	0.886	0.077	-0.212	7801.537	10.815
617.572	27.268	112.230	276.480	265.765	0.050	0.824	0.873	0.077	-0.212	7799.354	10.234
617.773	27.349	111.982	274.707	265.546	0.049	0.792	0.853	0.074	-0.212	7567.882	10.201
617.975	27.448	111.921	273.642	265.279	0.049	0.773	0.835	0.075	-0.212	7570.825	11.117
618.175	27.394	111.800	272.891	264.925	0.049	0.762	0.831	0.071	-0.212	7567.720	10.832
618.374	27.453	111.482	271.729	264.562	0.047	0.751	0.810	0.074	-0.212	7348.036	10.261
618.575	27.478	111.326	269.927	263.970	0.046	0.739	0.795	0.076	-0.212	7347.349	10.344
618.776	27.548	111.214	269.210	263.067	0.046	0.725	0.775	0.072	-0.210	7214.472	11.029
618.977	27.485	111.093	267.871	262.836	0.045	0.721	0.769	0.073	-0.180	7138.759	11.007
619.177	27.543	110.818	266.237	262.744	0.045	0.694	0.768	0.069	-0.180	7137.441	9.817
619.377	27.558	110.776	265.304	262.178	0.044	0.696	0.752	0.068	-0.075	6938.691	10.755
619.579	27.583	110.622	264.295	261.948	0.044	0.687	0.738	0.072	-0.066	6939.071	10.590
619.778	27.643	110.460	262.519	261.859	0.043	0.665	0.735	0.069	-0.066	6935.982	11.024
619.978	27.715	110.301	261.988	260.362	0.042	0.658	0.714	0.069	-0.028	6749.950	11.073
620.180	27.800	110.014	261.159	260.951	0.041	0.641	0.698	0.070	-0.029	6749.950	9.938
620.380	27.787	109.946	259.538	260.687	0.041	0.614	0.692	0.066	-0.028	6622.789	10.481
620.580	27.849	109.702	258.103	260.257	0.041	0.609	0.679	0.066	-0.028	6565.560	9.718
620.781	27.887	109.587	257.411	259.722	0.041	0.605	0.666	0.067	-0.029	6567.258	10.387
620.981	27.880	109.405	256.635	259.380	0.040	0.589	0.651	0.066	0.010	6392.643	9.949
621.181	27.860	109.373	255.864	258.995	0.040	0.592	0.657	0.067	0.010	6393.621	10.525
621.380	27.901	109.252	254.265	258.239	0.039	0.586	0.642	0.065	0.010	6384.129	10.541
621.580	28.042	109.019	253.168	258.509	0.039	0.579	0.629	0.064	0.010	6228.749	10.256
621.780	28.067	108.806	251.930	257.628	0.038	0.551	0.617	0.064	0.010	6227.739	10.004
621.981	28.057	108.672	251.713	258.054	0.039	0.545	0.614	0.062	0.011	6125.716	9.834
622.180	28.041	108.640	250.771	257.230	0.038	0.544	0.613	0.062	0.010	6070.491	10.662
622.380	28.098	108.387	249.256	257.128	0.038	0.534	0.601	0.063	0.010	6067.993	9.943
622.580	28.134	108.371	248.236	256.437	0.039	0.533	0.601	0.059	0.010	5915.613	10.749
622.780	28.222	108.151	247.247	256.758	0.038	0.514	0.574	0.061	0.010	5916.284	10.420
622.981	28.157	108.092	246.586	256.278	0.037	0.519	0.568	0.062	0.010	5908.522	10.618
623.181	28.184	107.913	245.535	256.244	0.037	0.502	0.578	0.059	0.010	5769.435	10.113
623.382	28.292	107.671	245.092	255.758	0.037	0.487	0.545	0.057	0.010	5770.769	9.817
623.581	28.400	107.580	243.734	254.950	0.036	0.481	0.548	0.059	0.010	5690.245	9.877
623.782	28.423	107.430	242.743	255.429	0.035	0.478	0.545	0.059	0.010	5631.528	9.669
623.982	28.384	107.371	242.090	255.313	0.036	0.471	0.552	0.059	0.010	5627.672	9.883
624.181	28.476	107.167	241.103	254.508	0.035	0.463	0.533	0.057	0.010	5493.080	9.324
624.381	28.458	107.028	240.179	253.778	0.034	0.464	0.528	0.058	0.010	5491.034	9.746
624.581	28.571	106.978	239.565	253.575	0.034	0.458	0.532	0.058	0.010	5493.072	10.376
624.781	28.595	106.868	238.615	253.518	0.034	0.448	0.512	0.056	0.010	5369.097	10.656
624.981	28.531	106.749	237.500	252.634	0.034	0.441	0.508	0.054	0.010	5366.315	10.415
625.181	28.630	106.657	237.192	252.813	0.034	0.440	0.483	0.056	0.011	5289.131	10.678
625.381	28.696	106.456	236.004	252.830	0.033	0.414	0.481	0.053	0.010	5242.623	9.740
625.581	28.724	106.267	235.610	252.404	0.033	0.425	0.488	0.055	0.010	5241.434	9.516
625.781	28.696	106.159	234.596	252.192	0.033	0.411	0.487	0.054	0.010	5120.111	9.894
625.981	28.772	106.047	233.130	251.564	0.032	0.414	0.484	0.052	0.010	5123.467	10.212
626.182	28.755	106.013	232.804	251.422	0.032	0.413	0.460	0.051	0.010	5120.750	10.716
626.382	28.841	105.768	231.945	251.086	0.032	0.405	0.474	0.050	0.010	5007.092	9.790
626.583	28.857	105.641	230.911	250.979	0.032	0.392	0.456	0.051	0.011	5006.655	9.609
626.785	28.825	105.653	230.562	250.598	0.032	0.402	0.459	0.051	0.011	4922.258	10.349
626.985	28.833	105.402	229.814	250.436	0.031	0.378	0.450	0.053	0.009	4894.307	9.647
627.185	28.840	105.349	229.615	249.865	0.031	0.380	0.454	0.052	0.010	4894.282	9.592
627.385	28.994	105.160	227.877	249.442	0.031	0.371	0.436	0.049	0.011	4790.214	9.757
627.584	28.952	105.018	227.924	249.457	0.031	0.367	0.436	0.049	0.010	4788.629	9.400
627.784	28.957	105.016	227.472	249.215	0.031	0.375	0.417	0.051	0.010	4775.498	10.064
627.984	29.018	104.837	226.487	249.134	0.030	0.365	0.439	0.048	0.010	4687.212	9.214
628.185	29.104	104.712	225.566	248.710	0.030	0.341	0.422	0.049	-0.211	4690.746	9.713
628.385	29.155	104.593	224.673	248.310	0.030	0.342	0.422	0.051	-0.212	4609.882	10.228
628.585	29.053	104.489	224.768	248.593	0.030	0.339	0.412	0.050	-0.212	4587.890	9.559
628.786	29.217	104.382	222.891	247.675	0.029	0.323	0.416	0.047	-0.212	4590.509	9.971
628.986	29.217	104.217	222.534	247.765	0.029	0.331	0.409	0.050	-0.212	4490.685	9.417
629.186	29.123	104.176	222.021	247.581	0.029	0.336	0.404	0.051	-0.212	4490.144	9.707
629.387	29.139	104.134	221.122	246.369	0.029	0.329	0.399	0.048	-0.212	4467.011	9.921
629.587	29.193	104.015	221.338	246.090	0.029	0.311	0.392	0.048	-0.212	4398.818	9.949
629.787	29.317	103.789	220.144	246.229	0.029	0.299	0.392	0.048	-0.212	4400.467	9.165
629.988	29.321	103.660	219.207	246.549	0.028	0.304	0.385	0.047	-0.212	4320.760	9.296
630.188	29.292	103.658	218.542	245.771	0.028	0.299	0.386	0.045	-0.212	4310.023	9.642
630.387	29.421	103.560	218.076	245.430	0.028	0.302	0.370	0.047	-0.212	4314.502	10.130
630.587	29.334	103.394	217.508	245.650	0.028	0.306	0.379	0.048	-0.212	4220.572	9.148
630.788	29.359	103.253	217.073	245.261	0.028	0.288	0.379	0.046	-0.212	4220.799	9.071
630.988	29.406	103.189	216.548	245.758	0.028	0.284	0.369	0.046	-0.212	4207.118	9.132
631.188	29.515	103.006	216.031	245.072	0.027	0.286	0.359	0.047	-0.212	4136.515	9.049
631.389	29.547	102.931	215.613	244.663	0.028	0.285	0.364	0.046	-0.212	4137.235	9.335
631.588	29.524	102.897	214.845	244.584	0.027	0.284	0.359	0.046	-0.212	4068.848	9.340
631.789	29.535	102.724	213.814	244.289	0.027	0.277	0.362	0.043	-0.212	4048.731	8.907
631.988	29.605	102.792	213.987	243.355	0.027	0.278	0.359	0.045	-0.212	4052.717	10.004
632.188	29.608	102.602	213.537	243.943	0.027	0.276	0.362	0.044	-0.212	3970.738	9.110
632.388	29.613	102.559	212.861	243.395	0.027	0.273	0.337	0.043	-0.212	3969.970	9.313
632.588	29.683	102.482	211.909	243.435	0.026	0.271	0.330	0.044	-0.212	3969.913	10.015
632.790	29.774	102.269	211.186	242.973	0.026	0.260	0.339	0.043	-0.212	3893.198	9.055
632.989	29.817	102.296	211.034	243.115	0.026	0.264	0.321	0.044	-0.213	3896.448	10.146
633.190	29.771	102.193	209.765	242.894	0.026	0.266	0.318	0.043	-0.212	3844.539	9.834
633.389	29.838	102.085	209.637	241.926	0.026	0.260	0.332	0.043	-0.213	3819.280	10.398
633.589	29.805	101.943	209.115	241.812	0.026	0.248	0.317	0.043	-0.213	3815.633	9.790
633.789	29.923	101.809	209.185	241.584	0.026	0.245	0.322	0.044	-0.212	3743.478	8.973
633.990	29.946	101.850	208.179	241.686	0.026	0.249	0.314	0.043	-0.212	3746.615	10.042
634.191	29.944	101.685	207.809	241.868	0.025	0.238	0.318	0.042	-0.212	3742.516	9.351
634.392	30.046	101.589	207.465	241.244	0.025	0.238	0.301	0.041	-0.212	3673.401	9.696
634.591	30.011	101.413	206.406	240.795	0.025	0.240	0.325	0.042	-0.212	3668.655	9.044
634.792	30.008	101.337	206.120	241.236	0.025	0.234	0.318	0.042	-0.212	3637.647	9.088
634.991	30.081	101.382	206.146	239.791	0.025	0.229	0.302	0.039	-0.212	3602.555	9.954
635.192	30.047	101.200	205.194	240.650	0.025	0.233	0.305	0.040	-0.212	3598.205	9.291
635.392	30.104	101.194	204.768	240.371	0.025	0.227	0.305	0.039	-0.212	3534.783	9.905
635.592	30.090	101.061	204.949	240.041	0.025	0.223	0.304	0.042	-0.212	3531.209	9.614
635.792	30.108	100.888	204.391	240.035	0.024	0.214	0.311	0.039	-0.212	3529.317	9.088
635.992	30.151	100.945	203.614	240.019	0.025	0.226	0.292	0.040	-0.212	3466.363	9.642
636.192	30.243	100.643	202.997	239.613	0.024	0.216	0.290	0.040	-0.212	3465.021	8.786
636.392	30.120	100.651	202.766	239.137	0.024	0.203	0.296	0.041	-0.212	3448.809	9.477
636.592	30.299	100.460	201.752	238.242	0.024	0.206	0.281	0.041	-0.212	3397.660	9.165
636.792	30.298	100.393	201.129	238.292	0.024	0.207	0.289	0.041	-0.212	3396.197	9.060
