Time (sec)	T1 (C)	T2 (C)	T3 (C)	T4 (C)	P1 (kPa)	P2 (kPa)	P3 (kPa)	P4 (kPa)	Fuel Flow  (L/hr)	RPM	Thrust (N)
469.728	21.904	142.518	756.749	327.870	5.317	181.472	178.978	24.135	22.385	71809.170	78.891
469.929	21.932	143.005	757.765	328.548	5.330	181.939	179.507	24.477	22.386	71812.841	80.098
470.131	21.705	143.405	759.444	328.963	5.371	182.368	179.882	24.106	22.483	72535.210	80.652
470.330	21.816	143.848	761.016	329.348	5.387	182.835	180.301	24.605	22.500	72543.344	80.547
470.531	21.683	144.170	762.424	329.803	5.417	183.165	180.583	24.249	22.500	72544.136	80.427
470.732	21.731	144.635	763.939	330.367	5.392	183.379	180.759	24.505	22.688	73130.458	80.838
470.931	21.824	144.938	765.240	330.488	5.427	183.693	181.161	24.760	22.689	73129.447	80.449
471.131	21.767	145.308	766.412	331.542	5.431	184.017	181.493	24.614	22.689	73479.623	80.953
471.331	21.632	145.822	768.380	331.744	5.404	184.268	181.818	24.453	22.727	73609.776	81.573
471.531	21.730	146.174	769.378	331.942	5.455	184.448	181.955	24.762	22.728	73609.711	81.907
471.731	21.760	146.643	771.473	332.111	5.433	185.011	182.355	24.553	22.727	73996.838	82.763
471.932	21.754	146.971	772.736	332.272	5.446	185.142	182.535	24.831	22.614	73997.461	81.737
472.134	21.671	147.292	773.812	332.919	5.468	185.253	182.768	24.885	22.614	74078.939	81.617
472.334	21.622	147.829	774.622	333.157	5.474	185.507	182.995	24.698	22.714	74309.433	82.522
472.534	21.577	148.164	776.570	333.557	5.495	185.656	183.171	24.941	22.878	74305.398	82.478
472.734	21.597	148.532	777.601	333.769	5.517	185.845	183.329	24.963	22.879	74569.091	82.867
472.934	21.686	148.728	779.652	334.570	5.499	185.841	183.233	25.006	22.851	74570.126	81.875
473.134	21.577	149.291	781.001	334.173	5.494	186.356	183.787	25.160	22.802	74570.676	83.322
473.335	21.657	149.566	782.911	334.557	5.526	186.502	184.065	25.188	22.803	74782.347	83.591
473.536	21.599	149.900	783.991	334.979	5.547	186.876	184.410	25.244	22.830	74782.557	83.426
473.737	21.583	150.264	785.538	335.034	5.541	186.983	184.356	25.161	22.840	74896.199	83.821
473.937	21.524	150.694	787.360	335.715	5.560	187.051	184.526	25.210	22.840	74973.990	83.936
474.137	21.531	150.920	788.316	336.295	5.537	187.338	184.712	25.361	22.989	74973.917	83.180
474.337	21.556	151.223	789.596	336.529	5.546	187.297	184.660	25.114	22.992	75131.933	82.873
474.538	21.531	151.573	791.430	336.685	5.580	187.419	184.731	25.239	22.992	75134.011	83.596
474.740	21.616	151.920	792.265	337.137	5.589	187.474	184.688	25.420	23.030	75153.950	83.086
474.940	21.507	152.249	793.466	336.911	5.577	187.522	184.832	25.304	23.031	75262.571	83.893
475.140	21.321	152.625	794.862	336.967	5.578	187.349	184.751	25.281	23.030	75257.477	83.975
475.340	21.604	152.879	795.297	337.229	5.575	187.392	184.859	25.268	22.992	75357.438	83.421
475.542	21.308	153.263	796.505	337.911	5.562	187.397	184.838	25.167	22.992	75360.672	83.317
475.741	21.636	153.611	797.407	337.645	5.578	187.393	184.774	24.984	22.992	75366.518	84.205
475.941	21.746	153.862	797.804	337.785	5.581	187.285	184.797	25.339	22.992	75441.269	83.986
476.141	21.617	154.027	799.019	338.069	5.577	187.268	184.816	25.121	22.993	75441.584	83.832
476.342	21.426	154.423	799.219	338.446	5.595	187.413	184.801	25.241	22.992	75470.037	83.821
476.542	21.485	154.605	800.375	338.662	5.574	187.504	184.757	25.169	23.106	75490.324	83.388
476.742	21.440	154.897	801.005	338.789	5.569	187.351	184.807	25.216	23.106	75490.130	83.476
476.942	21.382	155.230	801.757	338.810	5.560	187.237	184.763	25.268	23.105	75537.066	83.383
477.142	21.509	155.450	802.181	339.670	5.565	187.258	184.625	25.243	22.992	75541.141	83.744
477.343	21.557	155.712	802.843	339.505	5.564	187.076	184.455	25.204	22.992	75541.327	83.355
477.543	21.397	155.894	803.240	339.699	5.555	187.169	184.595	25.123	22.992	75572.036	83.317
477.743	21.484	156.145	803.758	339.850	5.559	187.276	184.641	25.114	23.030	75572.279	83.333
477.943	21.566	156.372	803.897	339.684	5.550	187.036	184.519	25.241	23.029	75586.404	83.213
478.143	21.552	156.701	804.884	340.464	5.544	186.987	184.450	25.306	23.029	75595.436	84.457
478.343	21.502	156.869	805.356	340.175	5.526	187.041	184.545	25.025	22.954	75595.783	84.156
478.543	21.330	157.044	806.338	340.951	5.572	186.934	184.395	25.362	22.954	75605.308	83.284
478.743	21.459	157.357	807.154	341.232	5.568	186.769	184.312	25.409	22.956	75605.736	83.596
478.943	21.597	157.515	806.948	341.326	5.558	186.769	184.230	25.134	22.993	75609.763	83.394
479.144	21.485	157.878	807.544	341.380	5.535	186.841	184.253	25.104	22.992	75608.542	84.315
479.345	21.579	157.982	808.560	341.366	5.558	186.749	184.212	25.334	22.957	75608.639	83.481
479.546	21.530	158.252	809.221	341.991	5.531	186.625	184.260	25.191	22.879	75607.079	82.971
479.747	21.646	158.523	809.308	342.256	5.516	186.900	184.363	25.208	22.879	75612.286	84.682
479.947	21.522	158.698	809.509	341.925	5.518	186.574	183.969	25.270	22.859	75606.610	83.755
480.147	21.530	158.808	809.576	342.832	5.528	186.642	184.159	25.213	22.840	75610.087	83.865
480.347	21.640	158.966	810.000	342.109	5.525	186.534	184.035	25.345	22.841	75612.067	83.262
480.548	21.447	159.335	809.487	342.389	5.542	186.771	184.182	25.187	22.891	75611.445	84.562
480.749	21.548	159.259	809.866	342.522	5.541	186.575	183.982	25.331	22.917	75610.151	83.207
480.948	21.640	159.541	810.784	343.078	5.547	186.417	183.918	25.320	22.916	75612.755	83.969
481.148	21.641	159.658	810.621	343.005	5.528	186.483	183.849	25.215	22.916	75608.963	83.750
481.349	21.573	160.001	810.419	342.909	5.508	186.483	183.839	25.213	22.916	75610.434	84.446
481.548	21.477	160.197	811.080	343.371	5.527	186.391	183.894	25.346	22.916	75608.777	84.507
481.748	21.668	160.214	810.304	343.588	5.519	186.270	183.650	25.358	22.842	75608.073	83.437
481.949	21.554	160.365	810.305	343.986	5.524	186.073	183.513	25.394	22.840	75603.756	82.626
482.149	21.542	160.643	809.788	343.887	5.540	186.170	183.595	25.548	22.840	75594.110	83.695
482.350	21.610	160.710	809.110	343.639	5.513	186.218	183.772	25.185	22.728	75597.271	83.607
482.550	21.579	160.953	808.473	344.032	5.538	186.022	183.380	25.407	22.728	75599.648	84.304
482.750	21.531	161.071	807.584	343.974	5.520	186.061	183.481	25.554	22.727	75588.619	83.152
482.950	21.663	161.146	806.743	344.475	5.515	186.347	183.734	25.593	22.803	75593.390	83.443
483.150	21.533	161.415	805.578	343.961	5.524	185.985	183.549	25.395	22.803	75587.795	83.744
483.351	21.580	161.556	804.993	344.521	5.516	186.038	183.556	25.470	22.803	75580.833	82.960
483.551	21.483	161.726	804.276	344.385	5.529	186.005	183.455	25.498	22.803	75583.210	83.860
483.752	21.619	161.772	803.368	344.444	5.512	186.202	183.597	25.287	22.803	75581.448	83.673
483.952	21.505	161.951	802.109	344.568	5.525	185.993	183.505	25.264	22.803	75576.022	83.065
484.152	21.513	162.148	801.064	344.377	5.536	185.998	183.527	25.261	22.803	75578.634	83.904
484.352	21.579	162.148	800.400	344.835	5.515	186.110	183.540	25.281	22.803	75570.209	83.136
484.553	21.438	162.319	800.055	344.925	5.514	185.923	183.523	25.450	22.802	75569.651	83.125
484.754	21.582	162.470	799.597	344.763	5.517	186.100	183.481	25.330	22.803	75565.471	84.265
484.953	21.537	162.632	800.169	344.894	5.536	186.232	183.587	25.479	22.803	75564.508	83.322
485.153	21.531	162.908	800.104	344.761	5.540	186.121	183.588	25.038	22.813	75568.842	84.485
485.353	21.638	162.894	800.345	344.703	5.466	185.837	183.177	25.460	22.841	75567.791	83.662
485.554	21.560	163.125	799.785	345.092	5.453	186.366	183.499	25.352	22.840	75568.009	84.359
485.753	21.645	163.116	800.284	345.167	5.462	186.412	183.628	25.551	22.797	75570.589	83.931
485.953	21.621	163.206	800.036	345.096	5.458	186.496	183.785	25.511	22.765	75571.438	83.673
486.153	21.587	163.467	800.109	343.783	5.502	186.835	183.958	25.235	22.764	75575.133	84.940
486.354	21.638	163.586	798.993	344.070	5.487	186.539	183.753	25.467	22.700	75603.343	84.397
486.555	21.536	163.734	799.076	344.049	5.479	186.543	183.672	25.508	22.689	75597.263	84.106
486.755	21.593	163.779	797.885	343.437	5.482	186.583	183.622	25.566	22.689	75603.448	83.607
486.957	21.467	163.912	797.335	343.163	5.440	186.438	183.679	25.398	22.764	75616.401	83.569
487.156	21.549	164.133	795.631	342.835	5.427	186.521	183.746	25.549	22.765	75621.212	84.754
487.357	21.589	164.084	794.526	342.662	5.432	186.493	183.529	25.502	22.765	75634.950	83.997
487.556	21.599	164.243	793.346	342.452	5.411	186.685	183.801	24.981	22.728	75643.067	84.304
487.756	21.557	164.276	792.273	342.699	5.438	186.524	183.790	25.261	22.727	75639.243	83.372
487.957	21.526	164.490	791.050	342.721	5.441	186.684	183.869	25.204	22.727	75657.063	83.536
488.156	21.485	164.723	790.746	342.346	5.489	186.748	183.956	25.237	22.651	75660.370	84.627
488.356	21.553	164.739	788.830	341.676	5.468	186.499	183.771	25.106	22.651	75664.923	84.156
488.556	21.532	164.821	787.121	341.982	5.455	186.411	183.695	25.292	22.651	75671.351	84.150
488.757	21.560	165.052	786.412	341.915	5.493	186.486	183.739	25.057	22.651	75673.040	84.830
488.957	21.519	165.116	785.260	341.776	5.491	186.620	183.820	25.092	22.650	75674.989	84.238
489.157	21.496	165.104	784.128	341.574	5.488	186.453	183.705	25.103	22.634	75673.728	83.509
489.358	21.645	165.294	783.518	341.948	5.462	186.036	183.282	25.078	22.576	75678.919	84.403
489.559	21.564	165.463	782.256	340.978	5.465	186.132	183.307	25.209	22.576	75680.107	84.869
489.759	21.600	165.531	780.801	341.199	5.447	186.065	183.317	25.094	22.600	75679.622	83.914
489.959	21.602	165.679	780.566	341.177	5.436	185.975	183.122	25.007	22.614	75667.947	84.430
490.160	21.551	165.772	778.811	342.063	5.443	186.010	183.173	24.930	22.613	75659.877	84.200
490.359	21.500	165.779	777.662	341.359	5.420	185.846	183.153	24.993	22.580	75658.228	83.119
490.560	21.541	165.933	776.674	341.688	5.412	185.773	183.001	25.155	22.575	75642.598	84.008
490.761	21.691	165.951	776.278	341.652	5.451	185.677	183.063	25.165	22.576	75645.323	83.980
490.961	21.521	166.100	775.077	341.037	5.471	185.652	182.812	25.035	22.688	75636.211	83.827
491.161	21.524	166.256	774.088	341.596	5.460	185.794	183.109	24.928	22.688	75622.886	83.969
491.361	21.624	166.205	773.091	341.268	5.453	185.819	183.097	25.017	22.689	75626.985	83.065
491.561	21.622	166.302	772.405	341.456	5.459	185.481	182.728	24.999	22.576	75618.156	83.059
491.761	21.637	166.357	772.165	340.885	5.431	185.226	182.537	24.609	22.576	75618.439	83.306
491.962	21.562	166.522	771.514	341.316	5.411	184.831	182.103	24.872	22.575	75615.682	83.273
492.162	21.617	166.651	771.547	341.300	5.413	184.562	181.900	24.833	22.575	75591.425	83.772
492.362	21.622	166.677	771.103	341.402	5.420	184.183	181.442	24.642	22.576	75591.191	83.054
492.563	21.589	166.835	770.805	341.225	5.395	183.956	181.282	24.788	22.564	75566.691	83.070
492.763	21.644	166.823	769.524	341.048	5.377	183.446	180.713	24.688	22.538	75542.726	82.648
492.965	21.632	166.982	769.165	340.858	5.373	183.264	180.528	24.462	22.538	75541.109	82.829
493.164	21.600	167.023	768.923	341.337	5.383	182.943	180.183	24.677	22.437	75473.199	82.670
493.364	21.525	167.031	767.968	341.822	5.369	182.600	179.890	24.493	22.386	75467.862	81.491
493.564	21.620	167.113	767.365	341.071	5.346	182.319	179.662	24.357	22.386	75470.288	81.979
493.765	21.644	167.046	766.874	341.198	5.327	182.130	179.434	24.344	22.311	75396.354	81.688
493.966	21.650	167.043	766.201	341.311	5.323	181.881	179.147	24.497	22.311	75395.941	81.085
494.165	21.604	167.212	765.800	341.535	5.299	181.497	178.856	24.441	22.311	75328.799	81.984
494.366	21.547	167.143	765.983	341.496	5.298	181.031	178.422	24.354	22.160	75306.144	80.076
494.565	21.638	167.196	764.808	341.421	5.278	180.678	177.971	24.108	22.160	75312.175	80.262
494.765	21.596	167.351	764.250	341.492	5.276	178.748	176.080	23.746	22.160	75222.927	80.257
494.965	21.470	167.355	764.305	341.468	5.251	176.999	174.257	23.593	22.159	75216.507	78.656
495.165	21.604	167.253	763.241	341.796	5.249	171.666	168.778	22.621	22.160	75160.078	75.771
495.365	21.432	167.382	762.232	341.150	5.095	165.426	162.657	21.573	22.155	75038.755	73.495
495.566	21.478	167.342	759.462	340.882	4.926	158.984	156.319	20.740	21.175	75041.383	70.874
495.766	21.602	167.108	755.901	340.650	4.710	152.694	150.025	19.518	21.176	74463.923	68.143
495.966	21.532	167.074	751.669	339.855	4.499	146.734	144.241	18.311	19.141	74456.961	67.403
496.167	21.555	166.763	746.989	340.208	4.305	140.694	138.382	17.470	17.048	74456.832	65.911
496.367	21.588	166.331	742.707	339.691	4.136	135.172	132.895	16.749	17.047	73363.386	64.825
496.567	21.594	166.328	737.623	339.084	3.976	130.439	128.075	16.202	14.421	73363.078	63.093
496.767	21.590	165.943	732.991	338.646	3.787	126.388	124.187	15.638	14.360	72434.027	61.996
496.967	21.557	165.698	726.967	338.847	3.659	122.596	120.408	15.149	14.360	71912.810	61.031
497.168	21.562	165.358	720.812	338.271	3.550	119.056	117.219	14.892	14.208	71911.330	59.682
497.367	21.538	164.956	714.911	337.958	3.441	115.552	113.619	14.043	14.208	70302.537	58.256
497.568	21.644	164.546	709.244	337.093	3.348	112.100	110.153	13.834	14.141	70307.413	57.812
497.768	21.709	164.048	703.608	336.568	3.261	108.974	107.237	13.055	13.869	69983.070	55.355
497.968	21.761	163.608	697.561	336.457	3.178	105.963	104.342	12.710	13.868	68635.553	54.620
498.168	21.734	163.104	692.491	336.160	3.091	103.343	101.742	12.198	12.910	68632.521	52.778
498.370	21.799	162.612	687.322	335.319	3.012	100.538	98.943	11.582	12.583	67024.156	52.092
498.569	21.755	162.223	684.080	334.788	2.914	97.717	96.144	11.323	12.583	66952.963	52.098
498.770	21.858	161.604	679.723	334.235	2.843	94.837	93.345	10.816	13.454	66952.963	50.655
498.969	21.743	161.078	676.791	333.989	2.765	92.195	90.843	10.580	13.454	65274.157	48.736
499.170	21.747	160.593	673.020	333.936	2.686	89.594	88.258	10.204	13.453	65271.829	48.884
499.369	21.910	159.964	669.862	332.985	2.603	87.199	85.725	10.012	13.340	64244.902	48.275
499.570	21.849	159.395	666.640	332.681	2.552	85.090	83.593	9.836	13.341	63609.889	48.243
499.770	21.835	158.837	662.852	332.187	2.459	82.549	81.246	9.291	13.069	63607.213	47.003
499.970	21.911	158.334	659.032	331.778	2.405	80.677	79.334	9.009	12.810	61966.579	47.497
500.171	21.894	157.726	656.073	330.851	2.341	78.749	77.475	9.088	12.808	61958.890	46.680
500.371	21.918	157.079	652.748	331.429	2.278	76.709	75.545	8.966	12.810	61854.975	46.652
500.571	21.949	156.623	650.322	330.012	2.198	74.846	73.772	8.710	12.812	60372.979	46.954
500.771	21.936	155.919	646.729	330.003	2.149	73.168	72.082	8.397	12.808	60367.230	45.846
500.973	21.956	155.464	644.975	329.583	2.100	71.220	70.139	8.027	12.658	59109.034	45.490
501.172	22.016	154.760	642.012	329.207	2.031	69.368	68.281	7.744	12.659	58863.088	44.250
501.374	21.918	154.300	639.116	329.042	1.973	67.838	66.755	7.788	12.582	58860.800	44.755
501.573	21.988	153.703	635.997	328.237	1.956	66.500	65.383	7.937	12.431	57393.423	44.420
501.773	22.101	153.116	633.397	327.637	1.914	65.107	64.058	7.789	12.431	57394.943	44.119
501.973	22.151	152.348	629.970	327.770	1.867	63.547	62.352	7.438	12.290	56862.608	42.638
502.173	22.183	151.751	627.180	326.865	1.827	62.321	61.175	7.529	12.281	55969.263	42.748
502.373	22.071	151.041	624.368	326.626	1.795	61.141	60.029	7.235	12.280	55965.220	41.338
502.574	22.123	150.535	621.389	326.063	1.754	59.848	58.749	7.301	12.999	54606.674	41.964
502.773	22.192	149.874	618.596	325.928	1.730	58.666	57.582	6.979	12.999	54595.831	41.097
502.973	22.192	149.332	616.233	325.128	1.693	57.608	56.566	7.043	12.962	54596.494	41.382
503.173	22.122	148.640	612.820	325.206	1.659	56.527	55.541	7.045	12.734	53274.447	40.039
503.373	22.127	148.028	610.469	324.334	1.632	55.402	54.469	6.995	12.734	53275.676	39.726
503.574	22.235	147.306	607.026	324.008	1.593	54.069	53.168	6.547	12.180	52279.709	38.377
503.775	22.173	146.787	604.496	323.508	1.572	53.168	52.193	6.302	12.091	52021.894	38.048
503.975	22.186	146.112	602.044	323.888	1.542	52.298	51.444	6.211	12.090	52018.692	37.571
504.174	22.242	145.480	599.158	322.982	1.522	51.417	50.554	6.301	12.166	50829.497	37.105
504.374	22.214	144.888	596.885	322.987	1.487	50.665	49.906	6.198	12.166	50826.958	37.028
504.574	22.294	144.405	594.538	321.909	1.471	50.061	49.246	6.170	12.167	50588.856	37.708
504.774	22.190	143.778	591.808	321.915	1.440	49.558	48.757	6.210	12.242	49712.870	37.204
504.974	22.324	143.190	589.662	321.900	1.433	48.993	48.295	6.024	12.242	49715.094	37.138
505.175	22.223	142.558	588.622	321.870	1.418	48.537	47.798	6.006	12.267	48704.702	36.189
505.374	22.278	142.109	586.249	321.664	1.396	48.304	47.513	5.950	12.280	48697.684	36.639
505.574	22.234	141.544	585.120	321.189	1.371	47.904	47.160	5.910	12.280	48694.264	36.387
505.775	22.337	140.934	583.473	321.424	1.371	47.393	46.696	5.757	11.865	47792.211	35.312
505.975	22.319	140.487	582.585	321.526	1.375	47.119	46.451	5.699	11.863	47793.642	35.970
506.175	22.445	139.861	582.206	321.448	1.361	46.910	46.213	5.758	11.863	47403.410	35.197
506.375	22.450	139.325	581.547	321.728	1.345	46.729	46.046	5.895	11.486	47016.833	35.915
506.575	22.459	138.885	580.559	321.153	1.336	46.431	45.773	5.949	11.485	47018.272	35.761
506.775	22.504	138.329	580.270	321.463	1.343	46.292	45.579	5.811	11.471	46356.319	35.493
506.976	22.461	137.816	579.907	321.200	1.324	46.139	45.428	5.947	11.447	46354.394	35.712
507.175	22.386	137.266	579.411	321.220	1.313	45.935	45.263	5.797	11.447	46331.957	34.818
507.375	22.414	136.730	580.031	321.467	1.317	45.751	45.085	5.831	11.520	45790.146	34.742
507.575	22.515	136.317	579.514	321.035	1.317	45.754	45.069	5.816	11.523	45794.124	35.542
507.775	22.439	135.721	579.607	321.456	1.312	45.596	44.944	5.746	11.522	45436.833	33.974
507.975	22.451	135.178	579.592	321.024	1.302	45.476	44.793	5.892	11.674	45322.795	34.402
508.176	22.543	134.851	579.101	321.109	1.310	45.358	44.675	5.766	11.674	45326.724	35.027
508.376	22.561	134.296	580.138	321.510	1.296	45.248	44.599	5.729	11.641	44948.031	34.593
508.577	22.561	133.884	579.814	321.600	1.278	45.245	44.575	5.723	11.485	44946.575	34.807
508.777	22.533	133.283	579.543	321.652	1.278	45.120	44.405	5.713	11.485	44866.634	33.502
508.977	22.622	132.947	580.641	321.617	1.283	45.044	44.402	5.837	11.750	44636.835	34.659
509.178	22.569	132.332	580.575	321.473	1.279	45.066	44.404	5.960	11.826	44631.224	33.798
509.379	22.562	131.894	580.547	321.973	1.267	45.033	44.345	5.756	11.826	44382.561	33.859
509.579	22.641	131.461	580.753	321.796	1.265	45.033	44.366	5.738	12.128	44378.786	33.881
509.780	22.602	131.132	580.578	321.549	1.274	44.946	44.291	5.665	12.128	44380.548	34.720
509.980	22.642	130.704	580.550	321.126	1.276	44.990	44.324	5.857	12.132	44177.019	34.763
510.180	22.674	130.276	580.071	321.590	1.274	44.924	44.265	5.792	12.204	44176.057	34.703
510.382	22.707	129.822	580.213	321.436	1.273	44.965	44.302	5.904	12.204	44082.815	34.555
510.581	22.720	129.469	580.783	320.988	1.272	44.998	44.353	5.926	11.946	44017.338	34.369
510.781	22.672	129.012	581.038	321.869	1.283	44.864	44.204	5.846	11.787	44014.945	34.193
510.982	22.759	128.496	581.097	321.274	1.286	44.840	44.199	5.729	11.787	43886.361	33.634
511.184	22.680	128.036	580.845	321.524	1.278	44.872	44.245	5.723	11.863	43880.839	33.190
511.384	22.764	127.739	581.727	321.541	1.274	44.993	44.374	5.926	11.863	43870.901	33.354
511.583	22.759	127.204	581.508	321.572	1.258	45.037	44.358	5.859	11.864	43783.885	33.382
511.783	22.758	126.860	582.240	321.878	1.287	44.951	44.300	5.801	12.053	43781.298	32.915
511.983	22.672	126.596	582.230	321.950	1.275	45.032	44.387	5.922	12.052	43717.770	33.568
512.183	22.781	126.164	582.876	322.052	1.266	45.016	44.388	5.877	11.872	43707.816	33.085
512.383	22.883	125.901	582.662	321.678	1.263	44.896	44.236	5.811	11.637	43710.121	34.018
512.583	22.743	125.552	582.743	321.950	1.269	44.887	44.264	5.893	11.636	43654.040	33.831
512.784	22.820	125.208	582.435	322.003	1.257	45.000	44.343	5.900	11.562	43656.150	34.253
512.983	22.870	124.728	582.077	321.813	1.265	44.992	44.351	5.758	11.561	43642.154	33.486
513.184	22.867	124.327	582.346	321.890	1.264	45.141	44.502	5.944	11.561	43614.049	32.904
513.383	22.861	124.023	583.067	321.642	1.274	45.085	44.452	5.828	11.486	43616.135	33.392
513.584	22.870	123.632	582.715	322.088	1.281	44.754	44.080	5.779	11.486	43583.946	32.537
513.785	22.846	123.411	582.741	322.119	1.466	38.185	37.342	5.019	11.511	43583.962	32.137
513.985	22.892	122.997	581.164	320.884	1.377	33.722	32.883	4.417	11.599	43586.776	31.347
514.185	22.884	122.738	577.018	320.701	1.247	30.503	29.703	3.951	11.599	43345.423	29.790
514.387	22.916	122.268	570.357	319.571	1.145	27.559	26.848	3.516	8.885	43345.399	28.249
514.587	22.841	121.888	563.729	318.576	1.055	25.045	24.383	3.115	1.302	42546.727	26.483
514.787	22.912	121.545	556.301	318.261	0.978	23.097	22.421	2.839	1.300	42103.083	26.713
514.987	22.846	121.053	548.035	317.140	0.861	21.130	20.523	2.547	1.300	42100.568	24.410
515.187	22.840	120.795	539.851	315.641	0.800	19.474	18.895	2.328	1.300	40179.464	25.403
515.387	22.912	120.423	532.659	314.798	0.751	18.006	17.491	2.151	1.300	40179.294	24.777
515.587	22.858	119.911	524.683	314.422	0.695	16.734	16.208	1.955	-0.209	39827.873	23.445
515.787	22.935	119.641	517.597	313.155	0.656	15.536	15.059	1.768	-0.210	37910.286	23.818
515.987	22.978	119.101	510.042	312.115	0.605	14.453	13.989	1.615	-0.210	37909.186	22.864
516.188	22.956	118.774	503.891	310.793	0.559	13.494	13.051	1.483	-0.211	35708.064	23.001
516.388	23.026	118.293	496.916	309.531	0.519	12.667	12.210	1.355	-0.211	35520.715	22.518
516.588	22.905	117.969	490.804	309.072	0.496	11.891	11.473	1.276	-0.211	35516.154	21.679
516.790	22.914	117.513	483.940	308.275	0.470	11.177	10.785	1.153	-0.211	33145.018	21.202
516.989	22.957	117.222	478.287	306.974	0.445	10.543	10.152	1.082	-0.211	33143.878	21.915
517.189	22.958	116.811	472.549	306.098	0.419	9.974	9.600	1.008	-0.211	32235.833	21.191
517.390	23.037	116.326	466.389	304.847	0.403	9.446	9.085	0.942	-0.211	30862.515	20.577
517.589	23.068	115.913	461.301	304.660	0.378	8.983	8.611	0.881	-0.211	30861.092	20.698
517.789	23.077	115.534	455.972	303.726	0.354	8.505	8.161	0.806	-0.211	28729.563	19.820
517.991	23.012	115.140	450.471	301.974	0.349	8.092	7.739	0.755	-0.212	28709.106	19.902
518.191	23.046	114.819	445.754	301.739	0.326	7.707	7.366	0.719	-0.211	28713.723	20.621
518.391	23.008	114.459	440.967	300.837	0.310	7.334	7.018	0.663	-0.212	26720.819	20.237
518.592	23.059	114.105	436.371	300.231	0.297	7.008	6.697	0.636	-0.212	26718.871	19.667
518.791	23.132	113.601	430.954	299.321	0.282	6.685	6.371	0.582	-0.211	25600.595	19.502
518.991	23.125	113.432	427.154	298.502	0.271	6.413	6.083	0.562	-0.211	24892.101	19.996
519.191	23.152	112.927	422.800	297.498	0.259	6.142	5.821	0.531	-0.211	24886.724	19.085
519.391	23.190	112.610	418.086	297.216	0.247	5.890	5.590	0.507	-0.211	23222.852	18.723
519.592	23.155	112.376	413.783	296.171	0.240	5.651	5.341	0.463	-0.212	23220.799	19.168
519.791	23.250	112.088	409.713	295.028	0.233	5.415	5.145	0.443	-0.211	23028.137	19.705
519.991	23.330	111.631	406.331	294.636	0.215	5.215	4.923	0.416	-0.211	21704.213	18.586
520.192	23.311	111.458	402.203	293.332	0.206	5.006	4.731	0.403	-0.212	21703.777	18.882
520.391	23.383	110.955	398.181	293.366	0.200	4.822	4.535	0.376	-0.211	20377.379	18.323
520.592	23.415	110.763	395.028	292.160	0.200	4.673	4.400	0.372	-0.211	20333.847	18.888
520.794	23.445	110.468	391.714	291.726	0.184	4.521	4.257	0.343	-0.211	20331.833	18.833
520.993	23.427	110.085	387.686	290.746	0.181	4.369	4.095	0.333	-0.211	19087.932	18.257
521.193	23.512	109.866	385.145	290.334	0.174	4.224	3.965	0.323	-0.211	19090.512	19.020
521.393	23.503	109.504	381.334	289.725	0.170	4.094	3.832	0.309	-0.211	18673.533	18.170
521.593	23.491	109.333	378.742	289.097	0.160	3.971	3.706	0.293	-0.212	17959.460	18.488
521.793	23.579	109.019	375.290	288.460	0.154	3.840	3.573	0.281	-0.211	17963.527	18.416
521.993	23.495	108.815	373.006	287.654	0.152	3.720	3.452	0.269	-0.212	16954.106	18.515
522.194	23.548	108.555	369.589	287.574	0.144	3.600	3.350	0.261	-0.212	16941.768	18.372
522.395	23.625	108.239	366.395	286.571	0.141	3.502	3.239	0.252	-0.212	16945.277	18.647
522.594	23.595	108.044	363.475	285.715	0.137	3.390	3.153	0.241	-0.212	16014.860	18.592
522.794	23.635	107.630	360.692	285.793	0.133	3.288	3.067	0.226	-0.212	16012.272	17.320
522.994	23.679	107.523	358.712	284.718	0.130	3.206	2.982	0.222	-0.211	15559.701	18.477
523.195	23.659	107.222	355.651	284.664	0.125	3.125	2.893	0.219	-0.212	15169.753	17.835
523.394	23.707	106.877	352.636	283.633	0.122	3.038	2.813	0.209	-0.212	15168.241	17.533
523.595	23.725	106.632	350.182	283.267	0.119	2.960	2.732	0.200	-0.212	14398.418	17.501
523.794	23.713	106.438	347.906	282.323	0.114	2.893	2.658	0.198	-0.212	14399.243	17.539
523.996	23.837	106.196	345.116	281.448	0.111	2.808	2.575	0.190	-0.211	14275.170	18.060
524.200	23.867	105.832	342.521	281.027	0.109	2.732	2.522	0.181	-0.211	13699.295	17.341
524.399	23.795	105.673	340.623	280.485	0.106	2.682	2.454	0.179	-0.211	13697.969	17.440
